,Row.names,Normal1,Normal2,Normal3,NPC1,NPC2,NPC3,NPC4,NPC5,NPC6,NPC7,NPC8,NPC9,NPC10,NPC11,NPC12,NPC13,NPC14,NPC15,NPC16,NPC17,NPC18,NPC19,NPC20,NPC21,NPC22,NPC23,NPC24,NPC25,array_ID,Gene_symbol,gene_ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,symbol,mouse_symbol
8177,PAXIP1,83.3469,59.5866,67.6384,133.935,145.602,79.1206,84.8098,92.7998,89.3655,154.244,78.8455,130.894,89.147,126.336,83.9803,87.0027,63.4199,74.2114,81.4999,65.4115,61.5748,61.9653,71.4538,95.6802,146.836,119.593,199.76,185.606,212825_at,PAXIP1,22976,33.93312667,100.4880679,1.499983326,0.145274006,0.719381087,-4.502254339,PAXIP1,Paxip1
5477,ITPR2,56.4045,111.66,44.7069,35.089,68.3397,57.3178,34.9629,33.3588,38.2357,24.7681,54.0286,58.2406,61.3912,55.2062,39.4701,35.6735,44.3355,20.1324,64.4603,40.7803,63.4685,51.4075,42.5478,26.4414,46.1432,30.6105,17.3483,15.9369,202662_s_at,ITPR2,3709,-28.536008,45.44522143,-2.647385786,0.01340015,0.364991827,-4.180650817,ITPR2,Itpr2
8179,PBLD,21.9068,48.4802,22.6253,32.7426,26.8431,19.4528,23.3412,18.6141,21.3801,21.7372,37.3362,23.7667,14.9375,19.3536,21.7578,33.9795,23.0844,20.2262,16.4834,18.3623,28.1709,29.4916,26.4812,13.7179,21.7596,32.9984,14.0235,23.9999,219543_at,PBLD,64081,-7.642432,24.1805,-1.616780103,0.117603248,0.68126002,-4.474282278,PBLD,Pbld1
8181,PBRM1,139.841,142.432,137.211,143.406,152.148,105.538,137.796,136.036,140.217,127.701,135.939,142.98,161.77,187.865,176.499,123.735,95.4693,66.6886,92.9787,207.44,129.094,89.3996,164.361,134.368,224.682,175.654,133.475,134.504,220355_s_at,PBRM1,55193,0.961768,140.6867214,0.045606371,0.963961135,0.994669966,-4.690300273,PBRM1,Pbrm1
8182,PBX1,168.487,458.248,42.8912,285.137,212.524,185.032,187.601,248.308,66.0715,254.384,208.599,223.738,194.085,441.689,233.993,232.794,169.086,77.4887,139.123,103.233,170.531,104.265,210.855,228.689,401.76,275.174,227.776,308.869,212151_at,PBX1,5087,-7.576525333,216.4439786,-0.122339293,0.903540415,0.988117337,-4.689140415,PBX1,Pbx1
1708,CD1D,48.2269,10.3626,99.4314,7.77227,14.98,21.1871,64.1314,7.39439,27.6076,4.49212,61.4276,11.2345,14.0954,13.3656,40.4076,72.2244,28.5861,14.9099,9.95865,19.5389,16.1826,53.9809,37.3954,21.8882,23.5441,0.8709,3.96185,13.0863,205789_at,CD1D,912,-28.50468213,27.22302429,-2.066600827,0.048529445,0.544011051,-4.354596033,CD1D,Cd1d1
8184,PBX3,95.2874,80.4626,54.4136,94.9591,101.213,85.9089,85.7672,56.0143,78.0049,174.545,116.939,90.4769,90.8783,86.4795,90.2482,83.1634,76.5488,98.8947,47.1304,64.2749,82.6488,93.3194,89.9818,72.7897,142.024,122.666,64.3949,62.9627,204082_at,PBX3,5090,13.368152,88.65705,0.828734479,0.414553372,0.888303544,-4.630048146,PBX3,Pbx3
3664,FAM184A,32.1924,121.079,53.4521,13.4248,64.8128,33.6244,38.3482,33.6314,34.472,44.5177,49.3387,44.7083,25.061,7.84343,41.5612,27.6386,52.9564,19.2601,40.3468,45.0445,51.7942,28.7963,41.0179,54.9613,42.0065,57.358,69.7444,47.9705,220150_s_at,FAM184A,79632,-28.49825613,43.46296179,-2.439048869,0.021612519,0.428975746,-4.244788565,FAM184A,Fam184a
1846,CDK5RAP1,133.846,119.118,145.637,97.6353,123.182,91.5467,123.532,74.1017,102.078,103.337,129.364,86.4172,120.435,72.5782,100.994,118.149,111.161,68.3097,89.9458,111.737,118.097,113.428,119.691,89.0484,114.58,104.72,126.095,99.5167,218315_s_at,CDK5RAP1,51654,-28.479812,107.4385964,-2.744772133,0.010657722,0.342196459,-4.150228486,CDK5RAP1,Cdk5rap1
8187,PCBD1,86.8486,189.671,56.9168,124.377,108.912,93.8793,102.696,82.5253,66.662,99.5431,111.913,103.305,243.014,72.0414,114.754,115.831,95.9852,175.09,90.4577,76.4118,109.445,75.7051,75.5195,92.1306,151.218,61.1795,61.7336,135.215,203557_s_at,PCBD1,5092,-5.563702667,106.177875,-0.216458793,0.830264556,0.973100737,-4.686274821,PCBD1,Pcbd1
8188,PCBP1,842.486,834.725,1021.86,966.569,912.117,1201.54,790.241,785.39,1310.2,686.539,1113.05,699.045,905.966,749.409,732.507,1068.58,980.832,788.424,1011.68,1076.16,884.368,1175.62,947.934,829.31,1116.55,521.447,559.327,907.748,208620_at,PCBP1,5093,9.131786667,907.8437143,0.078575519,0.937952301,0.993357471,-4.689931678,PCBP1,Pcbp1
8189,PCBP2,1269.63,803.043,1453.27,1484.34,2422.66,1354.33,1497.89,1675.46,1435.26,1843.26,2067.48,1570.13,1639.57,2138.85,1346.16,2102.9,1460.73,819.377,1689.36,1523.37,1288.57,2073.67,1395.96,1229.9,2488.29,1024.19,1472.26,1519.97,204031_s_at,PCBP2,5094,447.2431467,1574.638571,1.856223391,0.074415919,0.608899775,-4.412704662,PCBP2,Pcbp2
8190,PCBP3,26.7392,3.16331,60.4664,29.8652,34.9318,21.5798,3.44305,18.766,27.6176,19.6134,15.3929,19.5309,53.8797,15.5464,27.7143,18.0221,35.8684,30.9115,27.3942,19.3095,27.8404,31.9918,28.9746,25.0669,31.2537,18.9474,40.531,24.5791,205663_at,PCBP3,54039,-4.180104,26.39073429,-0.549111132,0.587462319,0.929888398,-4.663609369,PCBP3,Pcbp3
8191,PCBP4,54.557,83.0801,10.3923,59.6002,56.1051,69.3899,47.2952,57.6763,14.1597,41.1854,56.714,65.8671,29.996,67.8243,63.506,47.2599,53.821,46.8484,43.7172,47.6648,52.5423,38.9578,46.3739,43.1693,69.0515,62.2338,36.874,39.6731,209361_s_at,PCBP4,57060,0.957114667,50.1977,0.096741432,0.923649456,0.991895088,-4.689645024,PCBP4,Pcbp4
8192,PCCA,31.5387,61.0417,20.653,22.6067,34.6911,28.3915,28.3039,17.38,16.765,29.1868,29.2901,27.4445,30.3411,39.5176,26.8919,36.7281,56.7493,31.0562,27.5196,28.0536,41.7573,28.5394,24.1909,18.2889,35.6935,24.1704,13.4295,16.2668,203860_at,PCCA,5095,-9.214318667,29.51739643,-1.396153769,0.174093099,0.744220523,-4.525849713,PCCA,Pcca
8193,PCCB,133.085,162.95,46.5451,100.753,199.936,134.193,114.347,80.5904,76.6362,147.109,74.9819,139.922,164.24,129.93,124.62,92.7873,95.5792,106.536,117.14,119.168,80.7423,96.198,138.663,85.4142,148.588,68.7223,205.848,161.612,212694_s_at,PCCB,5096,5.976905333,119.5298893,0.250834827,0.803849357,0.967387874,-4.684833591,PCCB,Pccb
8194,PCDH1,34.459,47.0591,29.6431,33.8067,40.1462,38.4123,15.1912,22.64,5.45834,34.9182,38.6347,28.8583,41.4665,39.9241,19.2742,47.2768,29.4608,50.0954,24.1132,48.3763,13.6688,14.7304,15.2961,19.3855,40.4689,49.6725,42.945,19.283,215277_at,PCDH1,5097,-6.113595733,31.59516571,-0.772383841,0.446625718,0.89533567,-4.637830282,PCDH1,Pcdh1
8195,PCDH11X,3.70654,28.2528,12.1119,8.4546,9.12313,18.7808,14.6648,19.3796,12.1628,9.11752,10.6712,4.22601,19.5393,22.4878,22.7353,12.2797,19.6992,23.3182,18.8363,20.73,8.69597,6.20625,7.15857,14.6322,35.7406,15.5762,27.2826,21.4592,208366_at,PCDH11X,27328,1.427900667,15.96532464,0.283050214,0.779306834,0.960435652,-4.683292214,PCDH11X,Pcdh11x
8197,PCDH12,10.205,16.5896,3.91413,9.83647,47.5503,8.79276,3.34429,44.3345,9.23428,12.8288,11.829,33.1722,13.6148,2.82095,4.70447,13.6128,9.57119,4.58701,8.94514,10.8901,28.723,11.4839,8.47639,6.85004,13.7004,54.4011,19.2575,7.91997,219656_at,PCDH12,51294,5.783011067,15.39964607,0.686127252,0.498509042,0.908895471,-4.648759873,PCDH12,Pcdh12
8198,PCDH17,54.668,89.9505,51.6196,44.2124,63.0132,40.4113,52.712,70.7517,47.3394,47.7524,39.6711,85.3824,126.711,54.9537,46.9864,26.591,80.7389,27.4422,66.9695,57.7425,45.5398,37.0457,85.5235,58.7819,110.333,77.1199,42.7552,64.7443,205656_at,PCDH17,27253,-5.363724,60.62366071,-0.370298315,0.714062231,0.950092244,-4.678196469,PCDH17,Pcdh17
8199,PCDH7,65.2984,101.492,36.7373,50.04,51.071,41.9176,43.9727,66.1173,57.3973,53.0118,73.222,37.1273,58.7314,73.5117,43.0482,78.1869,76.8949,83.7753,54.9698,71.438,45.6322,52.5968,61.6577,41.0202,44.1043,80.9175,83.3429,55.002,210273_at,PCDH7,5099,-8.694294667,60.07980357,-0.851018324,0.402277113,0.884533435,-4.626833225,PCDH7,Pcdh7
8200,PCDH8,4.75159,1.95795,4.04156,1.10417,5.50598,4.29831,7.4847,4.5122,0.296985,4.34938,10.2157,2.11493,7.04437,9.39719,3.89387,8.77378,14.1832,0.583639,9.71307,9.93731,3.12971,4.57933,0.644483,7.81504,18.7849,16.6918,6.20745,3.60291,206935_at,PCDH8,5100,3.01087628,6.271982393,0.932548541,0.35935464,0.864308147,-4.61441913,PCDH8,Pcdh8
8201,PCDH9,32.9232,8.82444,22.6098,2.65031,1.70987,19.0602,26.5458,12.8086,4.32248,8.9591,23.0633,4.25074,5.24433,37.2743,3.07947,5.20353,5.67739,5.99886,36.3277,2.95377,33.8594,47.592,29.9444,13.4792,14.0416,17.2166,5.39877,3.24411,219737_s_at,PCDH9,5101,-6.6562468,15.5094025,-0.818407604,0.420321062,0.889718018,-4.631511735,PCDH9,Pcdh9
8202,PCDHA1,21.9204,18.6514,19.7228,10.7268,234.318,11.2116,20.9904,9.33686,1.58733,1.97464,13.9986,3.20215,241.366,14.2664,7.57761,8.81895,1.21219,16.4767,14.7894,2.20615,22.8704,9.90925,20.8886,7.36813,7.64953,4.23484,2.74155,1.71501,210674_s_at,PCDHA1,56147,7.5592836,26.84756036,0.20569415,0.838579762,0.973614316,-4.686682821,PCDHA1,Pcdha1
8203,PCDHA10,1.29111,2.85833,7.66778,3.28065,1.97078,1.49025,1.9791,9.75039,4.54257,5.47327,1.94487,2.02842,3.29078,2.59833,4.40224,11.5086,2.05155,7.0812,16.5527,4.63503,5.97487,4.20498,5.5172,4.89186,2.81375,1.8092,2.03131,2.85122,211867_s_at,PCDHA10,56139,0.647931467,4.517583571,0.245819029,0.807689685,0.968045276,-4.68505699,PCDHA10,Pcdha9
8204,PCDHA2,3.40895,9.44543,2.80519,2.11945,4.80665,1.83811,2.81883,3.67924,4.00094,3.07634,3.49004,2.37741,6.20096,7.56222,8.43504,3.07975,3.69864,4.06907,7.78968,6.68095,1.66748,5.43275,12.5069,5.05675,3.96409,6.09322,6.96023,3.69926,211870_s_at,PCDHA2,56146,-0.375696667,4.884413214,-0.168830844,0.867193766,0.980260844,-4.687923149,PCDHA2,Pcdha2
8205,PCDHA5,19.5642,24.8183,2.34941,18.9459,4.64227,5.64584,27.0544,27.1432,18.4765,17.5608,20.6871,7.52559,5.24958,30.5402,19.6787,4.61805,32.2023,19.5191,20.893,15.0823,27.9184,24.0132,4.63809,14.6292,9.16207,5.63394,10.1149,25.989,211838_x_at,PCDHA5,56143,1.125241867,16.58198357,0.19358873,0.847953415,0.975914606,-4.687116921,PCDHA5,Pcdha5
8206,PCDHA9,25.4528,28.8512,20.9697,18.0797,68.87,17.4901,13.1854,21.2459,17.9949,28.5336,33.0618,31.9176,23.7387,41.0017,22.4841,31.4191,32.8128,23.713,65.2357,37.8387,24.2145,3.28996,27.1534,50.5923,71.1971,29.113,39.7792,36.6211,208205_at,PCDHA9,9752,7.332101067,31.63775214,0.744793441,0.462859312,0.900834969,-4.64145671,PCDHA9,Pcdha8
8207,PCDHB1,34.7253,36.7525,21.7789,34.7108,9.95695,18.3272,3.87762,7.59422,28.2483,29.1351,32.4647,26.1067,20.4543,24.9757,6.67037,5.14351,23.1376,35.855,36.3131,45.8916,3.77357,30.4063,23.0874,33.6913,42.7845,51.8511,35.544,9.21716,221303_at,PCDHB1,29930,-6.316842667,25.44552857,-0.765550837,0.450613931,0.897664614,-4.638739735,PCDHB1,Pcdhb1
8208,PCDHB11,2.75859,2.64069,1.57163,1.66386,1.86792,1.18313,1.65923,1.59927,1.17651,2.13195,5.23804,1.49481,1.75089,2.3005,2.87577,1.85061,3.15986,2.23801,7.68148,2.0314,2.07726,1.80832,1.26558,1.32697,3.01065,3.41904,3.81167,1.13136,208504_x_at,PCDHB11,56125,0.066526933,2.383035714,0.037088406,0.970688595,0.995782756,-4.690363699,PCDHB11,Pcdhb21
4586,GSTZ1,11.1197,113.096,20.8891,45.6585,22.969,37.6492,37.2766,6.36695,12.5196,8.35785,31.412,3.08313,3.35532,11.1195,9.49425,3.01107,5.26818,19.8338,23.1706,48.2185,30.6276,12.3039,33.4403,26.8244,8.33702,9.65343,17.5185,30.016,209531_at,GSTZ1,2954,-28.46885867,22.94964286,-2.291841614,0.029976507,0.46036605,-4.289070545,GSTZ1,Gstz1
8212,PCDHB3,5.14066,3.57499,6.44007,2.12864,1.39784,2.93769,2.65736,2.4195,2.14434,3.12885,2.15189,3.11806,2.80831,3.75513,1.47648,1.84095,5.57205,4.63856,11.8851,3.59239,2.83189,1.88724,2.46918,3.68059,4.78434,3.60694,5.19141,3.90055,221410_x_at,PCDHB3,56132,-1.611695467,3.612892857,-0.805912659,0.427365866,0.890818366,-4.633260226,PCDHB3,Pcdhb3
8213,PCDHB6,6.74815,7.34041,5.56964,7.01651,8.30646,3.83093,7.65089,7.98523,32.6918,21.2998,7.95726,20.8989,25.656,24.7763,7.96229,12.643,5.95902,21.1939,54.9219,10.3449,3.62565,24.6667,28.0523,19.4529,10.886,9.02439,44.919,10.0716,221317_x_at,PCDHB6,56130,10.71901187,16.12327964,1.401703013,0.172446167,0.742313092,-4.524620377,PCDHB6,Pcdhb13
3064,DOPEY2,50.1834,127.602,40.5255,33.6876,40.5383,33.8875,50.788,36.5815,40.4423,72.0628,52.4459,35.36,40.0656,16.0426,59.9977,54.4632,43.2238,44.1173,54.8005,40.72,66.0264,45.6923,34.5839,28.0086,51.082,53.0495,50.1794,32.0645,205248_at,DOPEY2,9980,-28.373852,47.43650357,-2.621374109,0.014237092,0.368729394,-4.188735199,DOPEY2,Dopey2
8216,PCDHGA10,3.67574,4.89529,3.13114,3.16159,2.53899,2.77324,3.10366,5.47072,2.90385,2.84,4.16349,5.37137,2.84898,3.384,2.90535,2.30512,4.58441,6.82351,2.95164,6.77971,3.01795,3.26422,2.18683,4.25342,6.42025,3.9425,2.90029,2.98008,211875_x_at,PCDHGA10,56106,-0.145716533,3.770619286,-0.082039134,0.935223457,0.993357471,-4.689881601,PCDHGA10,Pcdhga10
8217,PCDHGA11,1.94814,4.61082,1.87747,0.874344,0.769909,0.637266,1.83623,0.758004,0.836339,1.43366,2.31372,0.647508,0.914156,2.75611,0.911835,2.35858,1.22607,1.28195,2.94873,2.03368,1.74452,3.10515,1.09909,1.64973,1.37875,0.652364,3.34831,1.8597,211877_s_at,PCDHGA11,56105,-1.237115133,1.70757625,-0.740680921,0.465308486,0.902348109,-4.641986803,PCDHGA11,Pcdhga11
8218,PCDHGA3,11.7634,61.8437,14.1258,2.04872,27.7819,18.5404,8.19846,28.4324,3.11909,19.6194,39.7387,20.9053,17.0727,3.12854,3.09148,30.3794,30.1,11.5037,2.50926,29.1138,20.6467,23.511,4.07938,4.3686,44.2116,40.9151,3.08962,15.9117,216352_x_at,PCDHGA3,56112,-11.163622,19.27678036,-1.218653137,0.233563878,0.794317306,-4.563168944,PCDHGA3,Pcdhga3
8219,PCDHGA8,14.7619,7.11885,4.03418,2.55904,5.2914,2.20832,11.6567,13.7577,4.46573,9.01378,3.07245,6.76599,13.526,5.56846,4.3683,6.59645,7.30171,1.00283,3.76529,8.5471,5.71259,10.6733,2.5844,8.18226,6.35762,5.5999,2.34507,1.3623,210368_at,PCDHGA8,9708,-2.5469224,6.364272143,-0.920537215,0.365480453,0.867539686,-4.616311578,PCDHGA8,Pcdhga8
8220,PCDHGA9,2.63124,6.35358,3.29195,2.66369,5.54868,3.12991,2.78131,4.0632,3.06815,2.95339,2.52116,4.27611,3.29811,3.98319,4.76691,3.27109,10.1258,3.1309,8.0855,7.91918,3.59224,2.34297,3.29516,5.83061,8.68492,6.86304,4.75906,8.90132,211873_s_at,PCDHGA9,56107,0.701967333,4.719013214,0.335287194,0.740011221,0.955972688,-4.680402377,PCDHGA9,Pcdhga9
8221,PCDHGB5,59.2781,78.5978,37.2819,56.2034,42.2365,36.0096,43.4385,30.724,62.3872,40.9019,45.2256,85.7019,47.7505,25.695,41.3081,49.1461,61.45,41.4699,58.2633,37.1423,47.6706,47.1758,46.8915,102.123,50.6583,116.823,74.7793,50.3872,211807_x_at,PCDHGB5,56101,-4.723433333,54.16858214,-0.367858006,0.715860041,0.950463335,-4.678357195,PCDHGB5,Pcdhgb5
8222,PCDHGB6,12.6747,7.81637,2.49701,0.648069,10.4681,4.20883,3.70847,0.330233,0.6045,0.854527,2.40837,4.49727,0.924089,0.988737,1.19216,5.98612,2.20014,10.9652,3.81022,4.98266,8.34607,0.617381,1.38096,0.511119,8.79014,2.0015,1.64264,2.27279,221682_s_at,PCDHGB6,56100,-4.289081533,3.83315625,-1.660773645,0.10838121,0.662210235,-4.463377359,PCDHGB6,Pcdhgb6
8223,PCDHGC3,28.5796,49.3294,10.6739,28.7583,29.4968,24.3015,31.2962,36.4882,23.5689,32.7089,43.5327,26.377,27.7666,22.2117,26.6317,37.7131,49.7229,20.9979,15.6511,36.0767,37.6276,30.0439,22.7581,28.7407,49.4978,51.2473,32.1294,34.0649,214564_s_at,PCDHGC3,5098,2.448762667,31.71402857,0.381435112,0.705879006,0.947879091,-4.677449727,PCDHGC3,Pcdhgc3
8224,PCF11,89.8384,55.3963,120.13,67.2663,68.1723,45.2391,102.76,87.9405,52.4684,50.7351,118.176,65.0989,58.8655,76.1598,102.358,140.526,92.0529,45.9677,104.4,101.986,134.663,107.984,61.9344,59.0175,67.9202,80.1578,64.4748,43.7699,203378_at,PCF11,51585,-8.451136,80.90924286,-0.495941801,0.623966459,0.935186834,-4.66852145,PCF11,Pcf11
8225,PCGF1,108.712,69.137,65.882,139.705,152.373,134.72,118.887,99.172,129.492,127.172,75.2774,128.597,162.506,38.7321,116.902,75.48,43.0653,99.0886,40.5541,38.1983,34.028,13.711,100.932,126.784,138.908,100.976,119.33,91.9219,210023_s_at,PCGF1,84759,16.61684133,96.08013214,0.674213103,0.505933307,0.909570267,-4.650174594,PCGF1,Pcgf1
8226,PCGF2,82.126,132.398,63.6265,115.052,71.7322,104.453,64.8268,89.8729,47.3997,66.809,94.9608,83.8329,48.7922,57.1497,77.6749,136.316,101.129,111.93,108.226,105.377,125.54,82.5377,93.3219,130.373,102.276,148.618,81.0575,131.202,213551_x_at,PCGF2,7703,2.501574667,94.95038214,0.147098415,0.88415213,0.982989787,-4.688540404,PCGF2,Pcgf2
8227,PCGF3,98.0737,98.8411,57.3945,140.714,61.363,77.2571,106.135,101.713,93.4392,107.6,47.0663,159.69,58.6196,125.222,102.648,52.1475,56.9433,52.8009,98.7062,49.4713,63.3674,35.9117,85.6398,86.6477,98.4752,110.468,108.449,111.123,212753_at,PCGF3,10336,2.894961333,87.35455357,0.155059994,0.877932548,0.981725683,-4.688324099,PCGF3,Pcgf3
8228,PCID2,193.301,135.912,188.049,160.998,294.386,133.784,190.619,150.806,130.016,243.663,184.204,129.876,163.911,140.113,189.113,172.387,144.109,262.313,150.348,140.026,186.124,160.911,162.229,151.969,147.976,131.593,168.265,115.411,219940_s_at,PCID2,55795,-4.214666667,168.6575714,-0.1666412,0.868899619,0.980260844,-4.687989174,PCID2,Pcid2
8229,PCIF1,57.8621,71.3636,123.112,87.2344,77.0361,81.3052,64.8002,56.98,86.3138,39.4706,53.2379,76.446,47.1323,58.461,57.1668,53.8633,89.29,59.9235,45.3062,147.47,48.0191,88.3473,81.9423,72.3536,66.6746,64.7182,50.262,93.3726,221762_s_at,PCIF1,63935,-14.22748667,71.40945357,-0.990593005,0.330718409,0.847595939,-4.604969945,PCIF1,Pcif1
8230,PCK1,0.646715,1.23195,2.04219,0.737421,9.40227,2.80889,0.325656,1.71514,2.35258,1.46183,0.957201,1.30405,5.20928,0.861727,0.690832,4.5343,2.90397,3.52402,2.65824,1.7144,0.404799,15.8214,1.55563,0.831264,1.54296,5.89144,3.04552,1.86143,208383_s_at,PCK1,5105,1.657698333,2.787039464,0.660155496,0.514771764,0.911646234,-4.651813883,PCK1,Pck1
8231,PCK2,97.4677,126.322,117.405,76.9655,159.031,67.9488,87.9722,67.0951,96.4486,37.6684,107.781,92.5604,138.989,47.5239,91.0565,69.805,100.554,108.656,111.578,100.318,98.8312,102.351,103.091,74.3199,89.1602,73.0411,56.5791,73.0009,202847_at,PCK2,5106,-24.43853467,91.91144643,-1.561168729,0.1301819,0.69586093,-4.487782542,PCK2,Pck2
8232,PCLO,28.0064,43.4025,23.9142,16.2959,19.0975,21.4258,20.1435,20.4429,15.4384,40.1319,27.9911,13.0673,26.2655,36.7999,22.9661,25.1754,22.1557,35.4777,27.0877,58.6645,37.9764,20.3188,30.3238,28.9637,46.1903,13.5002,25.0902,20.8541,213558_at,PCLO,27445,-4.900594667,27.39883571,-0.737899773,0.466969079,0.903409596,-4.642343743,PCLO,Pclo
8233,PCM1,245.21,140.858,198.545,253.44,236.679,136.288,272.185,149.515,123.018,250.088,342.126,305.076,154.123,222.354,238.651,328.424,150.483,187.519,204.496,131.839,241.688,235.566,209.67,287.526,143.775,228.028,203.467,232.349,214118_x_at,PCM1,5108,23.86392,216.1780714,0.652880484,0.51937888,0.913527613,-4.652649467,PCM1,Pcm1
8234,PCMT1,299.536,184.966,212.18,237.028,288.891,295.118,287.217,239.833,139.657,282.361,189.485,264.443,205.898,273.677,260.736,223.103,222.655,364.394,212.919,129.121,280.152,247.904,181.676,224.086,116.128,159.416,127.802,174.606,208857_s_at,PCMT1,5110,-7.095093333,225.8924286,-0.190051559,0.850696732,0.976611563,-4.687238821,PCMT1,Pcmt1
8235,PCMTD2,212.652,92.3201,120.373,221.962,151.057,122.04,226.744,158.117,78.5142,252.687,159.707,182.4,104.071,198.204,299.374,136.846,153.618,111.267,140.166,104.926,207.714,171.281,157.017,373.094,137.413,134.165,108.986,226.526,212406_s_at,PCMTD2,55251,30.934148,169.401475,0.77056119,0.447687462,0.896184281,-4.638073599,PCMTD2,Pcmtd2
10970,SPTBN5,70.0408,127.976,46.7035,42.2153,53.9672,27.2353,36.9808,45.5736,38.9537,47.8429,91.2541,44.1319,50.5174,81.4802,54.9146,63.5672,51.5003,42.2904,47.9713,42.6489,50.2434,47.6886,38.7936,50.7062,83.5989,86.365,51.8329,61.4933,220067_at,SPTBN5,51332,-28.22275333,56.37454643,-2.384637431,0.024416637,0.438745164,-4.261271376,SPTBN5,Sptbn5
8237,PCNP,302.968,219.563,131.109,275.499,263.648,263.036,438.769,494.628,243.093,487.049,263.201,404.46,167.637,741.398,283.182,334.143,145.077,192.709,302.015,176.29,192.641,226.713,379.654,357.248,276.846,188.288,298.819,414.836,217816_s_at,PCNP,57092,94.55516,302.30425,1.210440051,0.236646845,0.794718519,-4.564798209,PCNP,Pcnp
8238,PCNT,107.532,92.3732,77.9416,150.754,138.996,77.6775,83.3981,67.352,98.656,176.608,20.2901,145.482,101.31,118.41,51.5669,60.5118,16.8457,81.0465,106.712,83.1868,75.7473,71.353,53.7753,75.3611,63.1584,82.7892,146.253,155.632,203660_s_at,PCNT,5116,-0.500692,92.16855357,-0.020686142,0.98364882,0.997771239,-4.690449033,PCNT,Pcnt
8239,PCNX1,34.3565,20.8186,79.5771,51.6877,48.9156,25.3759,15.2406,42.7541,100.125,15.1946,3.96125,30.4635,45.3723,52.1233,44.7492,59.3838,12.7235,41.22,24.2286,61.3307,38.0417,46.4375,58.0764,35.195,38.4333,52.3447,10.0108,39.1182,213159_at,PCNX1,22990,-5.21711,40.25926607,-0.400543055,0.691922501,0.946251381,-4.676118009,PCNX1,Pcnx
8240,PCNX2,42.9542,41.6725,87.0802,55.22,56.2222,36.6175,52.3131,42.6942,46.0934,47.4412,73.8478,67.1369,24.6806,36.191,65.9695,58.3972,78.9357,77.8537,38.0736,85.2268,71.123,60.4314,47.5834,51.9689,46.578,52.8654,27.5162,64.4702,39650_s_at,PCNX2,80003,-2.617597333,54.89849286,-0.254371612,0.801144427,0.966894362,-4.684673377,PCNX2,Pcnx2
8241,PCNX4,39.8929,28.6468,25.7218,36.3378,22.333,29.5802,32.7577,28.1006,23.5845,28.8262,34.6922,24.5246,26.3904,14.0097,38.6443,42.2709,32.6671,29.907,31.7685,32.348,52.4463,24.6995,33.4513,21.6859,26.6512,21.4339,16.4748,16.8653,219972_s_at,PCNX4,64430,-2.522464,29.1683,-0.475210919,0.638475556,0.937333256,-4.670305792,PCNX4,Pcnx4
8242,PCOLCE,191.057,76.0281,68.2646,58.7026,52.2239,77.9332,154.189,100.755,17.4093,12.8051,193.399,185.197,33.7278,29.0695,50.1232,141.881,72.9453,289.228,46.7858,119.48,213.39,101.519,104.004,38.0784,172.18,316.954,6.7914,8.96119,202465_at,PCOLCE,5118,-7.873925733,104.7529425,-0.154728276,0.87819153,0.981931465,-4.688333338,PCOLCE,Pcolce
8243,PCOLCE2,12.1609,48.797,11.5688,115.471,39.1273,16.0781,22.8229,19.1639,9.96182,44.9292,23.6486,34.8074,85.3131,86.1162,73.8628,25.3416,38.9245,31.1482,149.603,25.6423,51.9382,20.5285,14.7284,33.7354,92.6262,44.9454,14.5745,111.85,219295_s_at,PCOLCE2,26577,24.89997413,46.40768643,1.131105727,0.268001934,0.80990295,-4.580070446,PCOLCE2,Pcolce2
8244,PCP4,11.9431,46.463,7.04815,69.5329,3.65968,7.26179,14.8532,5.11899,3.43364,16.2629,14.7428,20.3678,12.4031,4.73417,9.29991,20.4497,25.8615,21.4386,19.5436,6.4745,35.8876,23.8676,6.97431,13.4951,6.26718,4.84215,30.4183,19.3557,205549_at,PCP4,5121,-5.156214533,17.21432036,-0.569479769,0.573759428,0.927016233,-4.661600487,PCP4,Pcp4
8245,PCSK1,6.56405,2.53182,3.66741,1.6244,1.64352,5.01569,2.59813,1.0373,0.517975,0.888606,6.69807,1.41315,5.40079,9.87182,7.40205,1.47967,2.70717,3.15224,2.22382,4.24123,1.27958,2.36063,2.1979,2.31747,1.43716,1.12085,1.37288,0.654038,205825_at,PCSK1,5122,-1.428181107,2.979264964,-0.675953799,0.504844775,0.909213368,-4.64996935,PCSK1,Pcsk1
8246,PCSK1N,29.0595,90.0169,39.4006,7.77816,35.0378,36.7934,49.6318,7.29093,39.2491,49.4935,20.5587,38.3036,38.9035,7.78769,20.5281,18.123,56.9221,70.981,53.399,8.37207,38.4045,27.5591,31.3273,27.8935,49.0854,40.9355,42.9936,20.6447,218952_at,PCSK1N,27344,-19.30578467,35.58835893,-1.714041107,0.098032139,0.653553587,-4.449917801,PCSK1N,Pcsk1n
8247,PCSK2,9.28995,23.746,18.2878,3.29626,9.22585,1.8382,13.5868,21.3024,5.52322,2.58608,13.5243,9.14488,12.7662,12.3435,1.52943,22.6728,24.3275,2.53592,18.1115,13.0392,19.8961,17.323,3.15408,6.53517,7.90129,3.7449,6.1542,9.31369,204869_at,PCSK2,5126,-6.652857867,11.167865,-1.471136909,0.152865301,0.724627442,-4.50893371,PCSK2,Pcsk2
