,Row.names,Normal1,Normal2,Normal3,NPC1,NPC2,NPC3,NPC4,NPC5,NPC6,NPC7,NPC8,NPC9,NPC10,NPC11,NPC12,NPC13,NPC14,NPC15,NPC16,NPC17,NPC18,NPC19,NPC20,NPC21,NPC22,NPC23,NPC24,NPC25,array_ID,Gene_symbol,gene_ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,symbol,mouse_symbol
70,ABI1,328.608,131.061,323.863,217.826,224.045,274.7,396.181,319.201,445.201,235.305,414.532,290.488,200.549,221.422,352.112,386.66,382.855,247.687,309.619,391.509,342.384,394.532,321.736,355.586,207.234,269.515,254.8,325.073,209027_s_at,ABI1,10006,50.05274667,305.8672857,1.080322451,0.289596932,0.820845392,-4.589393121,ABI1,Abi1
71,ABI2,86.5954,109.058,106.18,86.1233,126.9,82.6258,98.2748,89.6301,103.435,102.133,102.138,133.908,108.446,101.204,104.172,81.3584,95.1505,81.6577,143.924,68.3045,105.331,93.0467,92.112,110.604,99.4955,121.233,129.416,114.383,207268_x_at,ABI2,10152,2.389118667,102.744275,0.223072349,0.825165755,0.971933178,-4.686013902,ABI2,Abi2
72,ABI3BP,19.1985,16.8344,2.47595,4.20321,13.9878,10.6577,5.26947,17.4828,1.46684,7.14899,15.8825,13.7926,7.61195,3.17337,11.5725,12.461,11.715,6.747,10.9405,9.31008,1.36529,17.0768,14.8629,17.557,33.4353,15.4632,4.39508,2.92402,220518_at,ABI3BP,25890,-2.016167333,11.03613393,-0.4379012,0.664956776,0.94161698,-4.673330704,ABI3BP,Abi3bp
73,ABL1,124.078,146.026,156.065,221.27,157.641,138.411,97.7809,106.95,111.127,88.1208,154.542,132.338,155.523,186.152,157.328,161.925,140.302,184.414,115.121,127.218,141.667,164.141,186.202,167.666,216.605,146.108,85.0161,133.15,202123_s_at,ABL1,25,5.012418667,146.5317071,0.239933046,0.812202514,0.969309339,-4.685313439,ABL1,Abl1
74,ABL2,43.0514,75.6161,50.5541,58.0358,51.6457,38.4358,21.8582,44.4613,69.2948,59.3586,47.3897,51.3844,89.1012,73.8268,71.7261,49.1683,39.1732,62.9233,97.5984,89.1611,42.498,64.4629,29.531,63.536,62.0849,102.677,104.66,83.3964,206411_s_at,ABL2,27,6.288356,62.02180357,0.472209381,0.640588629,0.937450311,-4.670558022,ABL2,Abl2
2968,DMBT1,420.464,6762.4,45.1818,60.9051,49.7556,54.9904,90.4254,43.7006,39.0689,50.6876,309.301,33.5331,59.1193,48.4238,85.8126,704.5,78.6618,39.1882,86.1898,58.2521,3423.84,82.3972,178.916,45.919,71.5075,54.0435,52.0607,59.0323,208250_s_at,DMBT1,1755,-2174.93934,467.438475,-2.934639644,0.006757784,0.297277701,-4.090385416,DMBT1,Dmbt1
76,ABLIM3,30.7732,7.39052,40.0076,24.05,21.8843,18.36,28.7817,35.8693,4.58255,4.76921,39.7135,18.4809,4.0213,14.7575,31.0162,43.4564,71.1729,19.3436,6.08789,4.8081,44.9399,17.8646,16.7575,4.31761,4.6767,9.2662,18.7475,3.51742,205730_s_at,ABLIM3,22885,-5.607395467,21.05050357,-0.551028076,0.586165906,0.92978853,-4.663423298,ABLIM3,Ablim3
77,ABO,26.8743,28.5964,3.52004,14.6536,17.5449,10.3405,13.2786,8.63944,19.3463,34.2438,32.539,11.237,5.2753,4.83265,31.0793,22.7432,57.808,25.805,46.845,40.8994,44.1862,27.5536,13.8174,35.2434,6.87974,14.1872,30.3558,15.9432,216929_x_at,ABO,28,3.7475212,23.00958107,0.430324919,0.670390034,0.94161698,-4.673915563,ABO,Abo
78,ABR,207.387,181.254,174.434,352.095,311.285,152.475,144.271,134.955,224.086,141.255,146.756,155.571,193.442,214.48,167.821,264.707,178.526,100.769,132.28,230.741,151.171,140.826,151.112,125.828,219.983,166.963,83.8434,161.291,212895_s_at,ABR,29,-9.830370667,178.91455,-0.271979898,0.787715725,0.9632568,-4.683842656,ABR,Abr
79,ABT1,136.61,68.6839,166.417,113.139,104.66,151.598,127.328,133.67,123.354,108.865,129.257,83.0321,125.973,138.691,95.5576,133.654,141.908,108.324,227.262,183.987,134.839,161.493,139.558,138.179,124.151,71.4961,123.813,103.55,218405_at,ABT1,29777,5.189918667,128.5374893,0.258893757,0.797689566,0.96607466,-4.684465287,ABT1,Abt1
80,ABTB2,29.7435,86.5274,52.8132,125.964,59.278,76.7703,27.2457,71.994,55.6836,57.4485,36.3718,76.1367,54.0769,67.0014,55.6603,57.1844,29.5304,82.6374,112.409,67.8183,31.1372,73.4372,62.9559,105.131,34.2076,75.1923,102.361,112.039,213497_at,ABTB2,25841,12.02550933,67.09842857,0.729541922,0.471980312,0.904286238,-4.643408915,ABTB2,Abtb2
81,ACAA1,178.275,195.575,203.22,183.82,173.751,132.915,156.607,100.074,158.321,222.567,154.931,139.877,193.507,115.048,126.872,139.211,190.351,156.898,172.122,325.11,137.818,236.689,133.669,150.078,183.978,173.57,153.085,145.183,202025_x_at,ACAA1,30,-26.11458667,169.0400714,-0.989226641,0.331374089,0.848017301,-4.605198114,ACAA1,Acaa1a
82,ACAA2,94.8837,15.672,106.778,14.3234,89.4531,117.411,102.79,14.3954,131.216,11.4542,101.805,45.6038,70.4592,9.39304,94.3619,76.5561,13.5387,38.8833,68.5494,62.3668,87.7597,18.1308,84.0477,53.8721,46.4141,20.6765,9.38809,11.0064,202003_s_at,ACAA2,10449,-16.69033747,57.54247964,-0.700964669,0.489349346,0.90774328,-4.646965596,ACAA2,Acaa2
83,ACACA,66.6489,94.5546,16.2035,224.179,184.096,69.6609,61.1721,141.706,42.6219,297.636,52.996,119.218,201.284,352.057,102.918,113.852,16.936,126.266,50.2151,96.3062,126.868,53.9744,75.6745,276.289,64.2935,226.983,390.007,36.829,212186_at,ACACA,31,81.02587733,131.4802,1.351779771,0.187712308,0.759194576,-4.535547002,ACACA,Acaca
1633,CCL19,3468.98,524.756,4360.51,231.178,387.919,461.206,2709.2,94.087,389.205,91.5678,3484.38,67.7339,125.934,64.3217,687.754,1552.97,819.697,592.279,70.5354,357.256,1462.9,1163.55,2759.74,114.298,506.574,1273.3,35.216,469.331,210072_at,CCL19,6363,-1985.863355,1011.656386,-3.104697227,0.004452021,0.276781261,-4.036455618,CCL19,Ccl19
325,AGR2,1220.15,5470.81,289.578,61.9533,45.432,354.554,321.438,268.828,39.7705,17.3789,952.581,6.97814,280.234,386.21,590.01,673.356,195.681,95.7834,7.26868,194.624,3867.46,602.704,682.844,123.301,314.161,2.21643,5.31893,4.28711,209173_at,AGR2,10551,-1923.071064,609.8182639,-3.008609989,0.005641652,0.29168952,-4.066948909,AGR2,Agr2
7246,MUC5B,309.183,5339.36,2.09156,6.54988,1.97223,2.47166,5.42827,3.7299,1.66203,3.50458,169.626,3.33592,2.05421,3.82594,247.408,548.258,4.73236,2.7699,2.62856,3.43983,3018.53,96.7036,78.7371,6.21781,2.50476,2.97537,4.46108,4.83483,213432_at,MUC5B,727897,-1714.410381,352.8212993,-2.811904305,0.009084186,0.32340236,-4.129136392,MUC5B,Muc5b
12585,WFDC2,2150.2,3549.43,233.886,87.8778,51.5759,545.856,348.371,179.912,92.2936,78.1054,991.568,54.8921,121.145,166.981,1009.2,1012.7,89.598,194.148,68.4512,108.188,1368.05,754.422,608.306,447.102,126.73,46.0197,47.7033,43.8255,203892_at,WFDC2,10406,-1632.117807,520.590625,-4.566390099,9.86E-05,0.080692048,-3.590755598,WFDC2,Wfdc2
88,ACADM,153.232,120.437,150.802,157.203,127.444,129.86,147.165,95.6477,72.262,175.254,176.006,134.264,146.271,99.6566,206.022,126.728,110.402,148.392,296.78,100.215,195.091,180.095,214.172,137.017,52.1004,100.657,127.96,105.14,202502_at,ACADM,34,0.981854667,142.3669893,0.032796938,0.97407885,0.996308505,-4.690390705,ACADM,Acadm
89,ACADS,38.9297,64.1212,66.6211,49.0446,68.3442,40.0568,64.704,34.5186,41.6967,43.4981,53.4359,52.5708,31.799,61.6632,60.4275,38.1907,72.1977,39.3394,47.0667,47.7341,56.2004,55.1071,46.2302,39.0204,29.1004,80.2594,48.3966,25.7889,202366_at,ACADS,35,-7.501677333,49.85940714,-0.889217207,0.381775629,0.874315201,-4.621143408,ACADS,Acads
90,ACADSB,13.6977,25.5581,17.7421,16.8204,19.7291,32.0526,15.0876,22.0679,5.21705,9.59484,11.7242,20.1354,18.95,18.9402,11.5565,20.7248,8.91884,20.1197,16.543,2.24599,26.7436,28.1119,6.12667,34.5886,21.4649,10.34,28.3384,11.9647,205355_at,ACADSB,36,-1.4750244,17.68231393,-0.283563663,0.778917476,0.960397561,-4.683266157,ACADSB,Acadsb
91,ACADVL,366.294,553.626,143.695,371.826,294.945,323.095,241.941,356.246,287.237,310.152,133.308,492.657,443.302,458.021,355.73,129.277,209.232,212.588,163.674,150.084,192.211,134.813,202.038,298.865,244.427,309.077,334.281,466.164,200710_at,ACADVL,37,-69.93069333,292.1002143,-0.974104803,0.338689921,0.850231718,-4.607704947,ACADVL,Acadvl
92,ACAN,41.2203,93.2756,28.3207,78.6475,61.03,57.301,59.2009,87.029,90.8268,60.8414,71.7527,75.9764,89.106,62.0175,49.8332,112.151,81.6812,63.6833,107.787,86.6743,52.1599,71.4711,68.3072,98.225,82.2245,179.377,83.0787,102.56,205679_x_at,ACAN,176,27.045504,78.41997143,1.640023103,0.112652917,0.672138427,-4.468545187,ACAN,Acan
93,ACAP1,86.1264,12.2193,193.227,50.5322,97.7811,86.525,137.736,79.7669,161.661,6.78479,124.702,21.9731,9.9796,8.47624,80.3477,68.6629,18.6601,3.35686,7.03143,46.6902,75.1469,88.3555,87.4039,25.2682,8.73583,15.9132,9.58067,9.52626,205213_at,ACAP1,9744,-43.9669968,57.93465286,-1.417696282,0.167768433,0.734536215,-4.521056954,ACAP1,Acap1
94,ACAP2,139.305,74.5128,159.549,128.373,118.25,64.3601,127.956,189.286,147.787,175.11,142.708,247.123,60.3477,191.537,157.171,218.775,90.4638,157.209,273.067,99.7525,162.169,251.206,139.122,225.674,37.0316,112.071,282.372,214.461,212476_at,ACAP2,23527,36.079708,156.669625,0.922066947,0.364696478,0.867136045,-4.61607177,ACAP2,Acap2
95,ACAT1,283.84,540.726,220.114,208.78,271.963,214.197,265.218,163.342,169.875,213.98,302.517,202.709,307.674,149.546,206.844,247.826,205.028,313.136,305.396,164.791,520.582,276.347,281.606,234.432,264.191,171.915,107.484,163.621,205412_at,ACAT1,38,-110.9066667,249.2028571,-2.013075794,0.054221525,0.560347281,-4.369693,ACAT1,Acat1
96,ACAT2,131.666,88.4933,128.339,130.614,167.46,191.703,109.088,75.6244,144.87,153.293,112.276,163.65,159.133,136.4,103.15,120.303,119.367,106.637,114.514,80.4024,122.674,76.7033,163.064,117.761,87.2069,176.812,311.499,172.012,209608_s_at,ACAT2,39,20.48258,134.4541179,0.715678788,0.480361086,0.90524504,-4.645150834,ACAT2,Acat2
97,ACBD3,128.26,140.517,77.4842,116.637,100.924,103.551,135.261,211.986,112.21,167.539,120.264,148.803,246.445,182.417,183.929,127.892,163.414,139.08,200.549,137.626,153.468,149.059,139.919,106.385,129.146,154.028,119.575,105.468,202324_s_at,ACBD3,64746,30.8026,142.9227214,1.401207996,0.172592578,0.742313092,-4.524730188,ACBD3,Acbd3
11491,TFF3,1353.8,3766.91,42.089,75.6549,28.753,98.0425,124.805,34.8996,26.6585,31.0356,716.893,21.9573,87.0784,57.7323,525.107,233.816,55.315,266.653,17.1746,115.068,2941.93,433.599,278.657,37.9073,34.904,20.844,28.4447,37.5325,204623_at,TFF3,7033,-1467.714512,410.4736143,-3.169369343,0.003790773,0.261812287,-4.015921212,TFF3,Tff3
99,ACD,78.9234,35.7866,138.816,102.467,77.8712,84.5932,67.4986,58.3073,96.6684,66.6888,67.0535,83.9704,59.4958,46.7136,100.645,33.9667,47.4288,66.3736,39.1517,89.3014,32.4762,20.8856,80.7345,58.9092,78.5428,43.6835,25.9449,53.2376,204617_s_at,ACD,65057,-21.20429467,65.57626071,-1.319481519,0.198137514,0.767352572,-4.542454175,ACD,Acd
100,ACE,13.1524,44.1708,13.0178,19.0026,25.8144,3.59421,10.2715,35.1528,25.2317,8.14135,10.8001,22.1857,28.523,10.4048,8.73026,8.54793,16.2125,6.1108,10.8465,28.6341,9.00073,4.96267,11.8804,7.13318,20.4796,4.96941,4.55165,12.8207,209749_s_at,ACE,1636,-9.2868964,15.15512821,-1.505423778,0.143877033,0.71752519,-4.500984168,ACE,Ace
101,ACE2,32.9105,33.9596,34.2505,27.7374,22.8713,28.4335,9.0176,42.2284,8.13698,19.1433,27.905,11.3615,15.6184,50.9289,24.3792,34.7013,59.7341,27.0814,20.1831,43.5978,25.72,40.5544,30.922,26.1545,35.5784,34.6605,49.0834,32.4472,222257_s_at,ACE2,59272,-3.779683467,30.33214929,-0.493881455,0.625401702,0.935401926,-4.668702087,ACE2,Ace2
102,ACHE,8.85982,12.5776,17.2894,100.849,110.614,49.6799,21.2765,3.90683,14.132,192.975,12.3077,3.28128,102.371,6.97352,49.7259,18.8268,23.401,4.32923,6.99147,25.0245,4.51982,20.2316,19.5969,4.51869,3.81032,14.0067,5.18817,28.0317,205377_s_at,ACHE,43,20.9538412,31.61772679,0.787719093,0.437752649,0.891649295,-4.635762153,ACHE,Ache
103,ACIN1,89.6054,63.6633,46.9579,190.488,150.339,70.211,81.7427,70.8941,108.417,95.0413,47.824,164.287,111.645,70.8147,118.065,103.524,35.0284,43.2821,41.9438,56.2433,44.6441,23.6536,67.9802,97.7924,98.4028,97.853,86.7673,104.46,201715_s_at,ACIN1,22985,20.511552,85.05608571,0.859998508,0.397395658,0.880846127,-4.625515836,ACIN1,Acin1
7166,MSMB,1356.48,3107.35,27.4633,40.6458,4.14688,151.702,170.715,64.4512,109.127,6.35286,781.289,8.55247,47.3123,63.8315,538.842,841.042,27.6297,48.646,4.24756,116.954,514.192,652.596,617.493,52.4148,55.4844,8.22373,30.1129,13.0769,210297_s_at,MSMB,4477,-1298.334527,337.8705107,-4.299690375,0.00020104,0.109734515,-3.667425774,MSMB,Msmb
105,ACKR2,38.7377,46.3698,52.3233,10.6214,36.4408,29.3692,29.7562,33.3447,14.9619,40.0802,39.8627,40.8179,48.2115,32.1874,29.5561,30.6561,34.8152,24.2855,48.3184,27.8897,28.4671,35.3308,28.8907,33.334,55.7707,39.4377,47.8842,29.3633,206887_at,ACKR2,1238,-11.82413067,35.25300714,-1.932610657,0.063885065,0.582795512,-4.391997401,ACKR2,Ackr2
106,ACKR3,43.0485,30.7235,65.838,162.869,60.9393,126.611,59.4148,223.338,76.8788,47.3363,61.3316,162.956,35.5675,775.423,35.7973,62.1133,104.463,541.316,752.472,135.23,97.4464,100.418,89.9085,169.257,46.0204,151.227,809.39,1063.61,212977_at,ACKR3,57007,191.5167013,217.5337214,1.125145849,0.270474117,0.811069094,-4.58118313,ACKR3,Ackr3
107,ACKR4,11.1293,3.88603,0.927336,2.23042,1.44427,9.30014,8.25922,9.83171,0.881784,12.1867,2.37127,21.175,9.70977,16.3949,13.0539,2.78511,5.86424,22.9411,28.4644,2.33724,30.1463,4.73049,2.34097,12.2873,9.11639,49.4864,11.0627,16.3982,220351_at,ACKR4,51554,6.87777496,11.4550925,1.014582696,0.319350918,0.841609853,-4.600919368,ACKR4,Ackr4
108,ACLY,354.407,389.838,541.093,500.895,377.101,338.533,365.97,352.156,260.438,523.964,341.491,469.591,471.016,400.762,400.937,368.242,315.249,274.437,295.178,207.018,412.967,291.876,348.412,528.889,349.773,612.635,636.171,599.759,201128_s_at,ACLY,47,-26.7076,404.5999286,-0.392956246,0.697451041,0.94731854,-4.676654397,ACLY,Acly
11489,TFF1,69.364,3989.76,27.4586,26.3483,7.01554,30.5341,62.6042,17.209,29.0742,4.36848,89.119,17.6042,64.2671,23.9936,75.2962,44.5206,41.315,4.24934,32.375,38.1351,925.846,35.4339,150.252,34.4282,31.0593,24.2552,34.6312,37.6504,205009_at,TFF1,7031,-1286.930794,213.1488486,-3.272653615,0.00292592,0.244827976,-3.983145823,TFF1,Tff1
110,ACO2,234.596,265.12,340.002,246.028,231.514,416.516,197.764,290.115,166.75,469.131,221.281,216.018,289.987,399.176,210.153,220.523,152.556,460.292,137.87,168.581,245.282,370.225,173.029,300.77,208.365,239.798,130.771,295.493,200793_s_at,ACO2,50,-21.58648,260.6323571,-0.37863679,0.707931858,0.948446241,-4.677639401,ACO2,Aco2
111,ACOT1,98.3438,78.1962,63.7356,112.505,42.5644,82.828,64.5778,39.8379,46.6726,44.6574,68.3074,35.4882,81.0926,31.7444,46.8169,69.275,32.1458,55.2417,34.4219,84.9148,39.3831,81.6077,83.978,54.9244,91.2091,56.6578,31.6173,34.5831,202982_s_at,ACOT1,641371,-22.20977467,60.26171071,-1.635970496,0.11350335,0.672403941,-4.469549436,ACOT1,Acot3
112,ACOT11,41.647,60.8346,28.8442,59.6921,72.2007,14.9528,19.5597,27.591,36.1134,39.2277,32.8481,65.0705,48.7178,58.4549,39.2128,14.6283,51.8367,37.0275,46.844,88.9562,36.9411,29.7285,22.2879,42.031,32.2154,55.5324,62.6054,29.9828,214763_at,ACOT11,26027,-1.204918667,42.69944643,-0.108672189,0.914269697,0.990727934,-4.689424482,ACOT11,Acot11
113,ACOT13,175.538,228.243,90.3327,159.887,199.445,162.006,159.422,160.083,132.557,144.386,124.478,241.985,209.185,119.257,124.669,142.4,179.523,120.232,247.52,109.793,123.564,181.494,156.178,193.932,192.552,171.749,291.612,143.021,204565_at,ACOT13,55856,2.932633333,167.3229893,0.102890499,0.918813675,0.991895088,-4.689534552,ACOT13,Acot13
114,ACOT7,82.4148,49.6262,152.488,120.943,116.822,168.486,111.625,126.981,125.972,212.433,85.6535,125.845,197.757,166.582,184.862,109.311,101.487,184.157,117.974,137.575,69.7445,133.969,93.6259,200.426,157.345,110.155,70.4822,105.578,208002_s_at,ACOT7,11332,38.588644,129.2971464,1.546787501,0.133608607,0.701450232,-4.491220588,ACOT7,Acot7
115,ACOT8,53.5525,93.5084,73.8902,46.222,52.6012,86.7202,67.0843,65.3912,40.8233,52.3399,65.5446,48.0742,52.4914,62.7928,78.2362,75.5773,96.8358,84.889,74.3553,77.908,83.2551,82.5761,61.8515,54.0948,90.2057,65.3659,54.1463,61.039,204212_at,ACOT8,10005,-6.433522667,67.90615,-0.676031342,0.504796314,0.909213368,-4.649960195,ACOT8,Acot8
116,ACOT9,156.806,92.5001,183.524,109.318,220.569,147.181,80.0795,179.634,314.106,75.0436,142.783,179.099,186.58,102.311,123.174,98.0085,110.906,163.793,163.433,132.053,117.229,107.197,131.233,157.183,107.553,138.56,98.9381,162.818,221641_s_at,ACOT9,23597,-2.325392,142.2004571,-0.07676584,0.939378384,0.993357471,-4.689956983,ACOT9,Acot9
117,ACOX1,48.2236,51.116,58.3811,44.9692,52.3112,77.6629,33.5343,58.7178,39.0932,83.1722,46.5747,64.1892,60.0567,36.6431,55.1254,52.137,86.8312,56.3272,97.2791,53.6084,51.5597,39.7787,50.1013,53.839,34.6653,66.411,63.3071,32.8546,209600_s_at,ACOX1,51,3.056413333,55.30250714,0.308444096,0.760122257,0.959559034,-4.681947582,ACOX1,Acox1
2198,CLU,1735.63,805.331,1553.51,197.327,5.92094,367.257,1111.59,62.9493,53.4632,187.676,643.961,7.49501,569.184,12.8314,411.897,616.508,169.171,6.31922,43.9556,138.798,923.364,332.428,976.909,6.19117,20.2191,6.97559,3.69136,6.04314,208791_at,CLU,1191,-1089.538665,392.0212868,-5.089353857,2.42E-05,0.043128139,-3.448917557,CLU,Clu
119,ACOX3,44.1802,92.9221,60.5052,47.9171,52.384,48.5853,45.5408,61.9519,24.0422,57.6587,51.3587,65.7874,29.6651,43.8482,70.6297,89.5958,75.71,38.9874,62.1296,77.7418,59.047,36.8857,53.841,63.5384,44.7847,56.2968,130.522,55.8411,204241_at,ACOX3,8310,-8.097550667,58.63921071,-0.621068454,0.53978607,0.91926683,-4.656200475,ACOX3,Acox3
120,ACOXL,3.82568,9.68379,0.208508,4.3657,0.764226,0.985249,1.10461,0.458973,8.50211,0.54031,0.415825,0.494983,1.91405,0.364271,0.998255,0.394004,2.25699,1.11019,0.528848,1.84985,0.822622,2.55999,0.375602,0.366887,2.40345,0.562048,0.656631,0.327859,220845_at,ACOXL,55289,-3.167718013,1.744339679,-1.552101688,0.132333867,0.699868252,-4.489952737,ACOXL,Acoxl
121,ACP1,336.203,375.032,322.444,343.446,282.797,247.318,428.672,293.907,228.779,422.751,386.412,285.709,343.401,248.029,315.678,319.853,335.98,410.854,280.209,196.141,324.472,333.597,267.94,377.405,295.287,267.863,277.587,290.634,201630_s_at,ACP1,52,-32.37082667,315.6571429,-0.927531532,0.361904997,0.865611733,-4.615212231,ACP1,Acp1
122,ACP2,142.09,273.857,236.78,151.718,181.875,179.848,161.722,149.948,141.145,90.3401,190.791,130.655,131.474,136.645,156.716,215.465,235.247,136.98,239.055,407.228,210.146,163.493,183.718,152.689,198.79,155.822,140.853,189.429,202767_at,ACP2,53,-40.30398267,181.5899679,-1.115880535,0.274350136,0.812551725,-4.582903167,ACP2,Acp2
123,ACP5,115.073,67.4926,217.351,127.812,105.072,250.921,139.656,206.733,96.2476,69.9399,182.187,139.543,167.002,70.4576,176.923,237.94,348.528,103.301,195.352,665.539,139.329,259.936,72.8717,88.3631,216.969,116.221,77.4547,110.123,204638_at,ACP5,54,41.27133067,170.1549357,0.566451397,0.575786592,0.927768797,-4.661903597,ACP5,Acp5
10207,SERPINA3,156.483,3083.29,26.6694,84.2149,20.4695,89.2926,95.4835,84.5505,24.0912,39.0931,125.851,34.6596,265.921,44.6996,89.7563,339.2,16.5475,30.7471,52.2678,11.2395,334.966,33.4622,161.554,66.8356,39.7206,55.3866,36.1696,48.1387,202376_at,SERPINA3,12,-999.8414133,196.0985857,-3.41255052,0.002052238,0.23884315,-3.938868108,SERPINA3,Serpina3c
125,ACPP,11.044,75.7885,17.9962,14.3816,5.87178,28.64,8.63909,29.3498,23.672,44.9035,24.5805,28.7685,15.3789,50.4343,28.3895,25.8601,69.0942,24.5631,22.618,9.92528,46.1198,31.7938,15.826,13.743,43.612,56.5212,32.0059,11.6862,204393_s_at,ACPP,55,-6.687778,28.97166964,-0.60388127,0.55098559,0.920935832,-4.65804901,ACPP,Acpp
126,ACR,6.72876,16.5183,19.151,18.0299,8.64342,7.13197,16.9785,27.5073,8.51559,30.9573,20.1466,20.9672,27.3175,12.5585,15.3406,25.3128,48.6527,2.46782,14.9376,5.911,19.1545,8.34611,17.0321,23.9827,46.765,21.0773,4.60066,7.48353,207427_at,ACR,49,4.260041333,17.936295,0.602356183,0.551985174,0.920935832,-4.658210656,ACR,Acr
127,ACRV1,42.902,61.1441,33.9941,42.6416,48.6401,15.4836,33.9568,49.8058,49.9436,57.3405,78.2755,40.8049,46.2006,33.3832,60.5796,62.7698,78.4468,36.2491,64.9543,74.4772,60.0236,49.9764,62.0371,48.7412,105.935,86.1784,79.5486,71.1453,207969_x_at,ACRV1,56,11.488144,56.27067143,0.975290629,0.338112298,0.850231718,-4.607509585,ACRV1,Acrv1
128,ACSBG1,30.4091,47.6648,6.45027,12.5603,6.80364,10.2752,2.77156,17.4627,9.89121,14.3606,47.9809,18.3771,20.0646,16.2157,12.8707,4.202,21.7686,23.8999,6.5425,29.1896,22.1837,26.2723,12.2033,16.42,8.19731,16.3064,22.1269,18.595,206465_at,ACSBG1,23205,-11.47305453,17.93092464,-1.724487419,0.096103482,0.649472456,-4.447246291,ACSBG1,Acsbg1
129,ACSBG2,25.8815,23.1915,40.1891,26.6683,39.7102,25.2959,22.2879,37.2327,36.7885,29.6854,26.2472,33.9045,42.6003,14.5835,35.4296,45.4927,41.1106,34.613,61.1708,20.948,21.0082,23.434,29.5347,40.2194,10.535,34.4302,23.2346,40.7222,221716_s_at,ACSBG2,81616,2.121462667,31.64819643,0.316966317,0.753717987,0.958395763,-4.681470775,ACSBG2,Acsbg2
130,ACSF2,34.5156,38.2928,32.0446,51.0244,58.1502,41.5743,27.5708,31.3347,39.8863,30.6041,58.6013,46.5385,51.4901,4.98297,40.2661,59.8491,33.9821,52.8097,50.0095,43.4056,57.6096,45.1814,40.5066,39.7911,67.9393,33.5641,11.3496,51.0239,218844_at,ACSF2,80221,7.8108148,41.92494179,0.907421443,0.372247753,0.87110496,-4.618353132,ACSF2,Acsf2
131,ACSL1,165.676,367.4,293.737,113.801,99.4996,220.872,123.332,267.482,867.255,182.202,141.169,198.062,108.904,295.485,122.596,147.535,195.593,165.553,206.727,206.801,321.978,127.637,155.54,156.848,114.681,160.906,157.631,163.365,201963_at,ACSL1,2180,-74.74614933,208.8667,-0.846200572,0.404911546,0.884984581,-4.627534835,ACSL1,Acsl1
10771,SNORD23,2675.25,3300.79,2043.96,1960.26,1492.65,1760.95,2878.92,1238.15,1996.58,2023.44,2052.24,981.426,1351.7,746.914,1828.91,1534.22,1492.77,2652.61,882.72,1179.59,2401.09,1939.75,2224.17,2098.49,2010.22,1291.03,1497.97,1345.25,217807_s_at,SNORD23,692091,-958.8525333,1817.215,-2.929932053,0.006835492,0.297277701,-4.091875265,SNORD23,Snord23
133,ACSL4,33.242,35.7462,62.5766,25.6516,30.1058,26.0513,19.8425,29.7187,50.4004,36.7988,45.1673,32.6883,43.005,12.215,51.9996,61.2271,35.7635,19.3765,58.7094,62.0085,56.7179,55.1574,32.1745,14.6791,20.7575,35.4792,22.8513,28.1277,202422_s_at,ACSL4,2182,-7.587977333,37.07995357,-0.813802344,0.422909141,0.889834524,-4.632159031,ACSL4,Acsl4
134,ACSL5,133.293,89.7037,142.312,101.107,121.123,90.9525,122.1,74.1765,158.458,87.4402,188.025,67.4014,124.289,62.7954,110.061,138.055,130.174,91.8877,87.8589,174.134,90.7462,99.0401,138.839,57.1672,93.5223,59.4129,123.99,82.0797,218322_s_at,ACSL5,51703,-14.77612667,108.5765964,-0.714769022,0.480914056,0.90524504,-4.645264059,ACSL5,Acsl5
